"Transaction Date","Payment Ref","Payer Name","Open ID","Product Name","Insurance Company","Policy Number","Coverage Period",Currency,"Charge Amount","Promotion Type",Status
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521869821195,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528883769419,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525633532816,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529845636253,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527177469933,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527856445725,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525178783489,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525916696361,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528858588323,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523911311229,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522578783246,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527147167477,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528183163397,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524266311315,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525366548243,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528668251699,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523247514293,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522182245557,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527622855724,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522935752395,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521253484437,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528395427153,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529349882232,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522593865364,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524521178614,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521831397916,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529973291756,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528256291336,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522835412915,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522989747984,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528639582359,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522497596942,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521648124558,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526617525383,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522536155484,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528812688551,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525736286718,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522817985885,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521378884692,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525255915223,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527686716958,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521123579196,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522454986284,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521236181956,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526373181777,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524517599222,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524594223847,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526826179193,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529698973681,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523257751127,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529827567633,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521993549517,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528264636583,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528889973762,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521285119859,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526239117988,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526497415223,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523724757114,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526335471157,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521727124242,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522536287432,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521728924727,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526625374344,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524371532649,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527788651176,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522994956932,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523329715437,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522763249994,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528979788121,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527785638253,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526311168818,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529415192745,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521827767735,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522426233324,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521997779238,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527421867841,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528719565372,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528245871942,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522162419682,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525616233227,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527626869392,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527589929569,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526999958442,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523558524127,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528371599426,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526442227268,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527984946151,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526599383971,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522133826683,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525126962414,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522948926497,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529334618143,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523459838559,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522999233988,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522111392223,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526691917738,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526914433988,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521935575435,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529399357328,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523535449199,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529225357119,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527925746791,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527533723437,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521281196419,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528475223213,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528961782252,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522626944589,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522692535939,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528594831657,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522251532235,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC529834224344,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC528174545555,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC526443352834,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC527365271354,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522581686955,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521774817586,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC525328161154,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC522366988481,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC524431765852,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523639165731,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC523256744746,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
"2022-10-14 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,"Insurance Company",GC521612574867,"14/10/2022 to 09/10/2023",SGD,0.50,none,PAID
